Pasal,Isi,Bab,Bagian
Pasal 1414,Pembaruan utang hanya dapat dilakukan antara orang-orang yang cakap untuk mengadakan perikatan.,Hapusnya Perikatan,Pembaruan Utang
Pasal 1415,Pembaruan utang tidak dapat hanya dikira-kira  kehendak seorang untuk mengadakannya harus terbukti dan isi akta.,Hapusnya Perikatan,Pembaruan Utang
Pasal 1416,"Pembaruan utang dengan penunjukan seorang debitur baru untuk mengganti yang lama, dapat dijalankan tanpa bantuan debitur pertama.",Hapusnya Perikatan,Pembaruan Utang
Pasal 1417,"Pemberian kuasa atau pemindahan, dengan mana seorang debitur memberikan kepada seorang kreditur seorang debitur baru yang mengikatkan dirinya kepada kreditur, tidak menimbulkan suatu pembaruan utang, jika kreditur tidak secara tegas mengatakan bahwa ia bermaksud membebaskan debitur yang melakukan pemindahan itu dan perikatannya.",Hapusnya Perikatan,Pembaruan Utang
Pasal 1418,"Kreditur yang membebaskan debitur yang melakukan pemindahan, tak dapat menuntut orang tersebut, jika orang yang ditunjuk untuk menggantikan itu jatuh pailit atau nyata-nyata tak mampu, kecuali jika hak untuk menuntut itu dengan tegas dipertahankan dalam persetujuan, atau jika debitur yang telah ditunjuk sebagai pengganti itu pada saat pemindahan telah nyata- nyata bangkrut, atau kekayaannya telah berada dalam keadaan terus-menerus merosot.",Hapusnya Perikatan,Pembaruan Utang
Pasal 1419,"Debitur yang dengan pemindahan telah mengikatkan dininya kepada seorang kreditur baru dan dengan demikian telah dibebaskan dan kreditur lama, tak dapat mengajukan terhadap kreditur baru itu tangkisan-tangkisan yang sebenarnya dapat ia ajukan terhadap kreditur lama, meskipun ini tidak dikatakannya sewaktu membuat perikatan baru  namun dalam hal yang terakhir ini tidaklah berkurang haknya untuk menuntut kreditur lama.",Hapusnya Perikatan,Pembaruan Utang
Pasal 1420,"Jika debitur hanya menunjuk seseorang yang harus membayar untuk dia, maka tidak terjadi suatu pembaruan utang. Hal yang sama berlaku jika kreditur hanya menunjuk seseorang yang diwajibkan menerima pembayaran utang untuknya.",Hapusnya Perikatan,Pembaruan Utang
Pasal 1421,"Hak-hak istimewa dan hipotek yang melekat pada piutang lama, tidak berpindah pada piutang baru yang menggantikannya, kecuali jika hal itu secara tegas dipertahankan oleh debitur.",Hapusnya Perikatan,Pembaruan Utang
Pasal 1422,"Bila pembaruan utang diadakan dengan penunjukan seorang debitur baru yang menggantikan debitur lama, maka hak-hak istimewa dan hipotek-hipotek yang dan semula melekat pada piutang, tidak berpindah ke barang debitur baru.",Hapusnya Perikatan,Pembaruan Utang
Pasal 1423,"Bila pembaruan utang diadakan antara kreditur dan salah seorang dan para debitur yang berutang secara tanggung-menanggung, maka hak-hak istimewa dan hipotek tidak dapat dipertahankan selain atas barang-barang orang yang membuat perikatan baru itu.",Hapusnya Perikatan,Pembaruan Utang
Pasal 1424,"Karena adanya pembaruan utang antara kreditur dan salah seorang para debitur yang berutang secara tanggung-menanggung, maka para debitur lainnya dibebaskan dan perikatan. Pembaruan utang yang dilakukan terhadap debitur utama membebaskan para penanggung utang. Meskipun demikian, jika dalam hal yang pertama kreditur telah menuntut para debitur lain itu, atau dalam hal yang kedua ia telah menuntut para penanggung utang supaya turut serta dalam perjanjian baru, tetapi orang-orang itu menolak, maka perikatan utang lama tetap berlaku.",Hapusnya Perikatan,Pembaruan Utang
Pasal 1425,"Jika dua orang saling berutang, maka terjadilah antara mereka suatu perjumpaan utang yang menghapuskan utang-utang kedua orang tersebut dengan cara dan dalam hal-hal berikut.",Hapusnya Perikatan,Kompensasi Atau Perjumpaan Utang
Pasal 1426,"Perjumpaan terjadi demi hukum, bahkan tanpa setahu debitur, dan kedua utang itu saling menghapuskan pada saat utang itu bersama-sama ada, bertimbal balik untuk jumlah yang sama.",Hapusnya Perikatan,Kompensasi Atau Perjumpaan Utang
Pasal 1427,"Perjumpaan hanya terjadi antara dua utang yang dua-duanya berpokok sejumlah utang, atau sejumlah barang-barang yang dapat dihabiskan dan jenis yang sama, dan yang dua-duanya dapat diselesaikan dan ditagih seketika. Bahan makanan, gandum dan hasil-hasil pertanian yang penyerahannya tidak dibantah dan harganya dapat ditetapkan menurut catatan harga atau keterangan lain yang biasa dipakai di Indonesia, dapat diperjumpakan dengan sejumlah uang yang telah diselesaikan dan seketika dapat ditagih.",Hapusnya Perikatan,Kompensasi Atau Perjumpaan Utang
Pasal 1428,Semua penundaan pembayaran kepada seseorang tidak menghalangi suatu perjumpaan utang.,Hapusnya Perikatan,Kompensasi Atau Perjumpaan Utang
Pasal 1429,"Perjumpaan terjadi tanpa membedakan sumber piutang kedua belah pihak itu, kecuali: bila dituntut pengembalian suatu barang yang secara berlawanan dengan hukum dirampas dan pemiliknya; bila apa yang dituntut adalah pengembalian suatu barang yang dititipkan atau dipinjamkan",Hapusnya Perikatan,Kompensasi Atau Perjumpaan Utang
Pasal 1430,"Seorang penanggung utang boleh memperjuangkan apa yang wajib dibayar kepada debitur utama, tetapi debitur utama tak diperkenankan memperjumpakan apa yang harus dibayar kreditur kepada penanggung utang. Debitur dalam perikatan tanggung menanggung, juga tidak boleh memperjumpakan apa yang harus dibayar kreditur kepada debitur lain.",Hapusnya Perikatan,Kompensasi Atau Perjumpaan Utang
Pasal 1431,"Seorang debitur yang secara murni dan sederhana telah menyetujui pemindahan hak-hak yang dilakukan oleh kreditur kepada seorang pihak ketiga, tak boleh lagi menggunakan terhadap pihak ketiga ini suatu perjumpaan utang yang sedianya dapat diajukan kepada kreditur sebelum pemindahan hak-hak tersebut. Pemindahan hak-hak yang tidak disetujui oleh debitur, tetapi telah diberitahukan kepadanya, hanyalah menghalangi perjumpaan utang-utang yang lahir sesudah pemberitahuan tersebut.",Hapusnya Perikatan,Kompensasi Atau Perjumpaan Utang
Pasal 1432,"Jika utang-utang kedua belah pihak tidak dapat dibayar di tempat yang sama, maka utang-utang itu tidak dapat diperjumpakan tanpa mengganti biaya pengiriman.",Hapusnya Perikatan,Kompensasi Atau Perjumpaan Utang
Pasal 1433,"Jika terdapat sebagian utang yang harus diperjumpakan dan dapat ditagih dan satu orang, maka dalam melakukan perjumpaan, harus diturut peraturan-peraturan yang ditulis dalam pasal 1399.",Hapusnya Perikatan,Kompensasi Atau Perjumpaan Utang
Pasal 1434,"Perjumpaan tidak dapat terjadi atas kerugian hak yang diperoleh seorang pihak ketiga. Dengan demikian, seorang debitur yang kemudian menjadi kreditur pula, setelah pihak ketiga menyita barang yang harus dibayarkan, tak dapat menggunakan perjumpaan utang atas kerugian si penyita.",Hapusnya Perikatan,Kompensasi Atau Perjumpaan Utang
Pasal 1435,"Seseorang yang telah membayar suatu utang yang telah dihapuskan demi hukum karena perjumpaan, pada waktu menagih suatu piutang yang tidak diperjumpakan, tak dapat lagi menggunakan hak istimewa dan hipotek-hipotek yang melekat pada piutang itu untuk kerugian pihak ketiga, kecuali jika ada suatu alasan sah yang menyebabkan ia tidak tahu tentang adanya piutang tersebut yang seharusnya diperjumpakan dengan utangnya.",Hapusnya Perikatan,Kompensasi Atau Perjumpaan Utang
Pasal 1436,"Bila kedudukan sebagai kreditur dan debitur berkumpul pada satu orang, maka terjadilah demi hukum suatu percampuran utang dan oleh sebab itu piutang dihapuskan.",Hapusnya Perikatan,Percampuran Utang
Pasal 1437,Percampuran Utang yang terjadi pada debitur utama berlaku juga untuk keuntungan para penanggung utangnya.,Hapusnya Perikatan,Percampuran Utang
Pasal 1438,"Pembebasan suatu utang tidak dapat hanya diduga-duga, melainkan harus dibuktikan.",Hapusnya Perikatan,Pembebasan Utang
Pasal 1439,"Pengembalian sepucuk surat piutang di bawah tangan yang asli secara sukarela oleh kreditur kepada debitur, bahkan juga terhadap orang-orang lain yang turut berutang secara tanggung- menanggung.",Hapusnya Perikatan,Pembebasan Utang
Pasal 1440,"Pembebasan suatu utang atau pelepasan menurut persetujuan untuk kepentingan salah seorang debitur dalam perikatan tanggung-menanggung, membebaskan semua debitur yang lain, kecuali jika kreditur dengan tegas menyatakan hendak mempertahankan hak-haknya terhadap orang-orang tersebut terakhir  dalam hal itu, ia tidak dapat menagih piutangnya sebelum dikurangkan bagian dan debitur yang telah dibebaskan olehnya.",Hapusnya Perikatan,Pembebasan Utang
Pasal 1441,Pengambilan barang yang diberikan dalam gadai tidaklah cukup untuk menjadikan alasan dugaan tentang pembebasan utang.,Hapusnya Perikatan,Pembebasan Utang
Pasal 1442,"Pembebasan suatu utang atau pelepasan menurut persetujuan yang diberikan kepada debitur utama, membebaskan para penanggung utang. Pembebasan yang diberikan kepada salah seorang penanggung utang, tidak membebaskan para penanggung lainnya.",Hapusnya Perikatan,Pembebasan Utang
Pasal 1443,"Apa yang telah diterima kreditur dan seorang penanggung Utang sebagai pelunasan tanggungannya, harus dianggap telah dibayar untuk mengurangi utang yang bersangkutan, dan harus digunakan untuk melunasi utang debitur utama dan tanggungan para penanggung lainnya.",Hapusnya Perikatan,Pembebasan Utang
Pasal 1444,"Jika barang tertentu yang menjadi pokok persetujuan musnah, tak dapat diperdagangkan, atau hilang hingga tak diketahui sama sekali apakah barang itu masih ada, atau tidak, maka hapuslah perikatannya, asal barang itu musnah atau hilang di luar kesalahan debitur dan sebelum ia lalai menyerahkannya.Bahkan meskipun debitur lalai menyerahkan suatu barang, yang sebelumnya tidak ditanggung terhadap kejadian-kejadian yang tak terduga, perikatan tetap hapus jika barang itu akan musnah juga dengan cara yang sama di tangan kreditur, seandainya barang tersebut sudah diserahkan kepadanya. Debitur diwajibkan membuktikan kejadian tak terduga yang dikemukakannya.Dengan cara bagaimanapun suatu barang hilang atau musnah, orang yang mengambil barang itu sekali-kali tidak bebas dan kewajiban untuk mengganti harga.",Hapusnya Perikatan,Musnahnya Barang Yang Terutang
Pasal 1445,"Jika barang yang terutang musnah, tak lagi dapat diperdagangkan, atau hilang di luar kesalahan debitur, maka debitur, jika ia mempunyai hak atau tuntutan ganti rugi mengenai barang tersebut, diwajibkan memberikan hak dan tuntutan tersebut kepada kreditur.",Hapusnya Perikatan,Musnahnya Barang Yang Terutang
Pasal 1446,"Semua perikatan yang dibuat oleh anak yang belum dewasa, atau orang-orang yang berada di bawah pengampuan adalah batal demi hukum, dan atas tuntutan yang diajukan oleh atau dan pihak mereka, harus dinyatakan batal, semata-mata atas dasar kebelumdewasaan atau pengampuannya.Perikatan yang dibuat oleh perempuan yang bersuami dan oleh anak-anak yang belum dewasa yang telah disamakan dengan orang dewasa, tidak batal demi hukum, sejauh perikatan tersebut tidak melampaui batas kekuasaan mereka.",Hapusnya Perikatan,Kebatalan Dan Pembatalan Perikatan
Pasal 1447,Ketentuan pasal yang lalu tidak berlaku untuk perikatan yang timbul dan suatu kejahatan atau pelanggaran atau dan suatu perbuatan yang telah menimbulkan kerugian bagi orang lain.,Hapusnya Perikatan,Kebatalan Dan Pembatalan Perikatan
Pasal 1448,"Jika tata cara yang ditentukan untuk sahnya perbuatan yang menguntungkan anak-anak yang belum dewasa dan orang-orang yang berada di bawah pengampuan telah terpenuhi, atau jika orang yang menjalankan kekuasaan orangtua, wali atau pengampu telah melakukan perbuatan- perbuatan yang tidak melampaui batas-batas kekuasaannya, maka anak-anak yang belum dewasa dan orang-orang yang berada di bawah pengampuan itu dianggap telah melakukan sendiri perbuatan-perbuatan itu setelah mereka menjadi dewasa atau tidak lagi berada di bawah pengampuan, tanpa mengurangi hak mereka untuk menuntut orang yang melakukan kekuasaan orangtua, wali atau pengampu itu bila ada alasan untuk itu.",Hapusnya Perikatan,Kebatalan Dan Pembatalan Perikatan
Pasal 1449,"Perikatan yang dibuat dengan paksaan, penyesatan atau penipuan, menimbulkan tuntutan untuk membatalkannya.",Hapusnya Perikatan,Kebatalan Dan Pembatalan Perikatan
Pasal 1450,"Dengan alasan telah dirugikan, orang-orang dewasa, dan juga anak-anak yang belum dewasa bila mereka dapat dianggap sebagai orang dewasa, hanyalah dapat menuntut pembatalan pengikatan yang telah mereka buat dalam hal-hal khusus yang ditetapkan undang-undang.",Hapusnya Perikatan,Kebatalan Dan Pembatalan Perikatan
Pasal 1451,"Pernyataan batalnya perikatan-perikatan berdasarkan ketidakcakapan orang-orang tersebut dalam Pasal 1330, mengakibatkan pulihnya barang-barang dan orang-orang yang bersangkutan dalam keadaan seperti sebelum perikatan dibuat, dengan pengertian bahwa segala sesuatu yang telah diberikan atau dibayar kepada orang tak berwenang, akibat perikatan itu, hanya dapat dituntut kembali bila barang yang bersangkutan masih berada di tangan orang tak berwenang",Hapusnya Perikatan,Kebatalan Dan Pembatalan Perikatan
Pasal 1452,"Pernyataan batal yang berdasarkan adanya paksaan, penyesatan atau penipuan, juga mengakibatkan barang dan orang yang bersangkutan pulih dalam keadaan seperti sebelum perikatan dibuat.",Hapusnya Perikatan,Kebatalan Dan Pembatalan Perikatan
Pasal 1453,"Dalam hal-hal tersebut dalam Pasal 1446 dan 1449, orang yang terhadapnya tuntutan untuk pernyataan batalnya suatu perikatan dikabulkan, wajib juga mengganti biaya, kerugian dan bunga, jika ada alasan untuk itu.",Hapusnya Perikatan,Kebatalan Dan Pembatalan Perikatan
Pasal 1454,"Bila suatu tuntutan untuk pernyataan batalnya suatu perikatan tidak dibatasi dengan suatu ketentuan undang-undang khusus mengenai waktu yang lebih pendek, maka suatu itu adalah lima tahun.",Hapusnya Perikatan,Kebatalan Dan Pembatalan Perikatan
Pasal 1455,"Barangsiapa mengira bahwa ia dapat menuntut pembatalan suatu pengikatan atas dasar berbagai alasan, wajib mengajukan alasan-alasan itu sekaligus, atau ancaman akan ditolak alasan-alasan yang diajukan kemudian, kecuali bila alasan-alasan yang diajukan kemudian ternyata karena kesalahan pihak lawan, tidak dapat diketahui lebih dahulu.",Hapusnya Perikatan,Kebatalan Dan Pembatalan Perikatan
Pasal 1456,"Tuntutan untuk pernyataan batalnya suatu perikatan, gugur jika perikatan itu dikuatkan secara tegas atau secara diam-diam, sebagai berikut: oleh anak yang belum dewasa, setelah ia menjadi dewasa  oleh orang yang berada di bawah pengampuan, setelah pengampuannya dihapuskan, oleh perempuan bersuami yang bertindak tanpa bantuan suaminya, setelah perkawinannya bubar  oleh orang yang mengajukan alasan adanya paksaan, penyesatan atau penipuan, setelah paksaan itu berhenti atau setelah penyesatan atau penipuan itu diketahuinya.",Hapusnya Perikatan,Kebatalan Dan Pembatalan Perikatan
Pasal 1457,"Jual beli adalah suatu persetujuan dengan mana pihak yang satu mengikatkan dirinya untuk menyerahkan suatu barang, dan pihak yang lain untuk membayar harga yang dijanjikan.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1458,"Jual beli dianggap telah terjadi antara kedua belah pihak, segera setelah orang-orang itu mencapai kesepakatan tentang barang tersebut beserta harganya, meskipun barang itu belum diserahkan dan harganya belum dibayar.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1459,"Hak milik atas barang yang dijual tidak pindah kepada pembeli selama barang itu belum diserahkan menurut Pasal 612, 613 dan 616.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1460,"Jika barang yang dijual itu berupa barang yang sudah ditentukan, maka sejak saat pembelian, barang itu menjadi tanggungan pembeli, meskipun penyerahannya belum dilakukan dan penjual berhak menuntut harganya.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1461,"Jika barang dijual bukan menurut tumpukan melainkan menurut berat, jumlah dan ukuran, maka barang itu tetap menjadi tanggungan penjual sampai ditimbang, dihitung atau diukur.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1462,"Sebaliknya jika barang itu dijual menurut tumpukan, maka barang itu menjadi tanggungan pembeli, meskipun belum ditimbang, dihitung atau diukur.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1463,"Jual beli yang dilakukan dengan percobaan atau atas barang yang biasanya dicoba terlebih dahulu, selalu dianggap telah dilakukan dengan syarat tangguh.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1464,"Jika pembelian dilakukan dengan memberi uang panjar, maka salah satu pihak tak dapat membatalkan pembelian itu dengan menyuruh memiliki atau mengembalikan uang panjarnya.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1465,Harga beli harus ditetapkan oleh kedua belah pihak. Namun penaksirannya dapat diserahkan kepada pihak ketiga.,Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1466,Biaya akta jual beli dan biaya tambahan lain dipikul oleh pembeli kecuali kalau diperjanjikan sebaliknya.,Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1467,"Antara suami istri tidak dapat terjadi jual beli, kecuali dalam tiga hal berikut:",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1468,"Para Hakim, Jaksa, Panitera, Advokat, Pengacara, Juru Sita dan Notaris tidak boleh atas dasar penyerahan menjadi pemilik hak dan tuntutan yang menjadi pokok perkara yang sedang ditangani oleh Pengadilan Negeri yang dalam wilayahnya mereka melakukan pekerjaan, atas ancaman kebatalan serta penggantian biaya, kerugian dan bunga.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1469,"Atas ancaman yang sama, para pegawai yang memangku suatu jabatan umum tidak boleh membeli barang-barang yang dijual oleh atau di hadapan mereka, untuk dirinya sendiri atau untuk orang lain.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1470,"Begitu pula atas ancaman yang sama, tidaklah boleh menjadi pembeli pada penjualan di bawah tangan, baik pembelian itu dilakukan oleh mereka sendiri maupun melalui perantara:",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1471,"Jual beli atas barang orang lain adalah batal dan dapat memberikan dasar kepada pembeli untuk menuntut penggantian biaya, kerugian dan bunga, jika ia tidak mengetahui bahwa barang itu kepunyaan orang lain.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1472,"Jika ada saat penjualan, barang yang dijual telah musnah sama sekali, maka pembelian adalah batal.",Jual Beli,Ketentuan-Ketentuan Umum
Pasal 1473,"Penjual wajib menyatakan dengan jelas, untuk apa ia mengikatkan dirinya, janji yang tidak jelas dan dapat diartikan dalam berbagai pengertian, harus ditafsirkan untuk kerugiannya.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1474,"Penjual mempunyai dua kewajiban utama, yaitu menyerahkan barangnya dan menanggungnya.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1475,Penyerahan ialah pemindahan barang yang telah dijual ke dalam kekuasaan dan hak milik si pembeli.,Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1476,"Biaya penyerahan dipikul oleh penjual, sedangkan biaya pengambilan dipikul oleh pembeli, kecuali kalau diperjanjikan sebaliknya.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1477,"Penyerahan harus dilakukan di tempat barang yang dijual itu berada pada waktu penjualan, jika tentang hal itu tidak diadakan persetujuan lain.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1478,"Penjual tidak wajib menyerahkan barang yang bersangkutan, jika pembeli belum membayar harganya sedangkan penjual tidak mengizinkan penundaan pembayaran kepadanya.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1480,"Jika penyerahan tidak dapat dilaksanakan karena kelalaian penjual, maka pembeli dapat menuntut pembatalan pembelian menurut ketentuan-ketentuan Pasal 1266 dan 1267.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1481,"Barang yang bersangkutan harus diserahkan dalam keadaan seperti pada waktu penjualan. Sejak saat penyerahan, segala hasil menjadi kepunyaan pembeli.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1482,"Kewajiban menyerahkan suatu barang meliputi segala sesuatu yang menjadi perlengkapannya dan dimaksudkan bagi pemakaiannya yang tetap, beserta surat bukti milik jika ada.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1483,"Penjual wajib menyerahkan barang yang dijual dalam keadaan utuh, sebagaimana dinyatakan dalam persetujuan, dengan perubahan-perubahan sebagai berikut.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1484,"Jika penjualan sebuah barang tak bergerak dilakukan dengan menyebutkan luas atau isinya dan hartanya ditentukan menurut ukurannya, maka penjual wajib menyerahkan jumlah yang dinyatakan dalam persetujuan  dan jika ia tidak mampu melakukannya atau pembeli tidak menuntutnya maka penjual harus bersedia menerima pengurangan harga menurut perimbangan.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1485,"Sebaliknya, jika dalam hal yang disebutkan dalam pasal yang lalu barang tak bergerak itu ternyata lebih luas daripada yang dinyatakan dalam persetujuan, maka pembeli boleh memilih untuk menambah harganya menurut perbandingan atau untuk membatalkan pembelian itu, bila kelebihannya itu mencapai seperdua puluh dari luas yang dinyatakan dalam persetujuan.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1486,"Dalam hal lain, baik jika yang dijual itu adalah barang tertentu maupun jika penjualan itu adalah mengenai pekarangan yang terbatas dan terpisah satu sama lain, ataupun jika penjualan itu mengenai suatu barang yang dari semula telah disebutkan ukurannya atau yang keterangan tentang ukurannya akan menyusul, maka penyebutan ukuran itu tidak dapat menjadi alasan bagi penjual untuk menambah harga untuk apa yang melebihi ukuran itu, pula tidak dapat menjadi alasan bagi pembeli untuk mengurangi harga untuk apa yang kurang dari ukuran itu kecuali bila selisih antara ukuran yang sebenarnya dan ukuran yang dinyatakan dalam persetujuan ada seperdua puluh, dihitung menurut harga seluruh barang yang dijual kecuali kalau dijanjikan sebaliknya.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1487,"Jika menurut pasal yang lalu ada alasan untuk menaikkan harga untuk kelebihan dari ukuran, maka pembeli boleh memilih untuk membatalkan pembelian, atau untuk membayar harga yang telah dinaikkan serta bunga bila ia telah memegang barang yang tak bergerak itu.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1488,"Dalam hal pembeli membatalkan pembelian penjual wajib mengembalikan harga barang, jika itu telah diterima olehnya dan juga biaya yang telah dikeluarkan untuk melakukan pembelian dan penyerahan sejauh pembeli telah membayarnya menurut persetujuan.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1489,"Tuntutan dari pihak penjual untuk memperoleh penambahan uang harga penjualan dan tuntutan dari pihak pembeli untuk memperoleh pengurangan uang harga pembelian atau pembatalan pembelian, harus diajukan dalam waktu satu tahun, terhitung mulai dari hari dilakukannya penyerahan  jika tidak, maka tuntutan itu gugur.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1490,"Jika dua bidang pekarangan dijual bersama-sama dalam satu persetujuan dengan suatu harga dan luas masing-masing disebut tetapi yang satu ternyata lebih luas daripada yang lain, maka selisih ini dihapus dengan cara memperjumpakan keduanya sampai jumlah yang diperlukan, dan tuntutan untuk penambahan atau untuk pengurangan tidak boleh diajukan selain menurut aturan-aturan yang ditentukan di atas.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1491,"Penanggungan yang menjadi kewajiban penjual terhadap pembeli, adalah untuk menjamin dua hal, yaitu: pertama, penguasaan barang yang dijual itu secara aman dan tenteram;kedua, tiadanya cacat yang tersembunyi pada barang tersebut, atau yang sedemikian rupa sehingga menimbulkan alasan untuk pembatalan pembelian",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1492,"Meskipun pada waktu penjualan dilakukan tidak dibuat janji tentang penanggungan, penjual demi hukum wajib menanggung pembeli terhadap tuntutan hak melalui hukum untuk menyerahkan seluruh atau sebagian barang yang dijual itu kepada pihak ketiga, atau terhadap beban yang menurut keterangan pihak ketiga dimilikinya atas barang tersebut tetapi tidak diberitahukan sewaktu pembelian dilakukan.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1493,"Kedua belah pihak, dengan persetujuan-persetujuan istimewa boleh memperluas atau mengurangi kewajiban yang ditetapkan oleh undang-undang ini dan bahkan mereka boleh mengadakan persetujuan bahwa penjual tidak wajib menanggung sesuatu apa pun.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1494,"Meskipun telah diperjanjikan bahwa penjual tidak akan menanggung sesuatu apa pun, ia tetap bertanggung jawab atas akibat dari suatu perbuatan yang dilakukannya, segala persetujuan yang bertentangan dengan ini adalah batal.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1495,"Dalam hal ada janji yang sama, jika terjadi penuntutan hak melalui hukum untuk menyerahkan barang yang dijual kepada seseorang, maka penjual wajib mengembalikan uang harga pembelian, kecuali bila pembeli sewaktu pembelian diadakan telah mengetahui adanya penghukuman untuk menyerahkan barang yang dibelinya itu, atau membeli barang itu dengan menyatakan akan memikul sendiri untung ruginya.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1496,"Jika dijanjikan penanggungan atau jika tidak dijanjikan apa-apa, maka pembeli dalam hal adanya tuntutan hak melalui hukum untuk menyerahkan barang yang dibelinya kepada seseorang, berhak menuntut kembali dari penjual: pengembalian uang harga pembelian; pengembalian hasil, jika ia wajib menyerahkan hasil itu kepada pemilik yang melakukan tuntutan itu;",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1497,"Jika ternyata bahwa pada waktu diadakan penuntutan hak melalui hukum, barang itu telah merosot harganya atau sangat rusak, baik karena kelalaian pembeli maupun karena keadaan memaksa, maka penjual wajib mengembalikan uang harga pembelian seluruhnya.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1498,"Jika ternyata pada waktu diadakan penuntutan hak melalui hukum, barang itu telah bertambah harganya, meskipun tanpa perbuatan pembeli, maka penjual wajib untuk membayar kepada pembeli itu apa yang melebihi uang harga pembelian itu.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1499,Penjual wajib mengembalikan kepada pembeli atau menyuruh orang yang mengadakan penuntutan hak melalui hukum untuk mengembalikan segala sesuatu yang telah dikeluarkan oleh pembeli untuk pembetulan dan perbaikan yang perlu pada barang yang bersangkutan.,Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1500,"Jika hanya sebagian dari barang itu yang dituntut, sedangkan bagian itu, dalam hubungan dengan keseluruhannya adalah sedemikian penting sehingga pembeli tidak akan membeli barang itu, seandainya bagian itu tidak ada, maka ia dapat meminta pembatalan pembeliannya, asal ia memajukan tuntutan untuk itu dalam satu tahun setelah hari putusan atas penuntutan hak melalui hukum memperoleh kekuatan hukum yang pasti.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1501,"Dalam hal adanya hukuman untuk menyerahkan sebagian barang yang dijual itu, bila jual beli tidak dibatalkan, pembeli harus diberi ganti rugi untuk bagian yang harus diserahkan, menurut harga taksiran sewaktu ia diharuskan menyerahkan sebagian dari barangnya itu, tetapi tidak menurut perimbangan dengan seluruh harga pembelian, entah barang yang dijual itu telah naik atau telah turun harganya.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1502,"Jika ternyata bahwa barang yang dijual itu dibebani dengan pengabdian- pengabdian pekarangan tetapi hal itu tidak diberitahukan kepada pembeli, sedangkan pengabdian- pengabdian pekarangan itu sedemikian penting, sehingga dapat diduga bahwa pembeli tidak akan melakukan pembelian jika hal itu diketahuinya, maka ia dapat menuntut pembatalan pembelian, kecuali jika ia memilih menerima ganti rugi.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1503,"Jaminan terhadap suatu penuntutan hak menurut hukum berakhir, jika pembeli membiarkan diri dihukum oleh Hakim dengan suatu putusan yang sudah mempunyai kekuatan hukum yang pasti tanpa memanggil penjual, dan penjual itu membuktikan bahwa ada alasan untuk menolak gugatan tersebut.",Jual Beli,Kewajiban-Kewajiban Penjual
Pasal 1504,"Penjual harus menanggung barang itu terhadap cacat tersembunyi, yang sedemikian rupa sehingga barang itu tidak dapat digunakan untuk tujuan yang dimaksud, atau yang demikian mengurangi pemakaian, sehingga seandainya pembeli mengetahui cacat itu, ia sama sekali tidak akan membelinya atau tidak akan membelinya selain dengan harga yang kurang.",Jual Beli,Kewajiban-Kewajiban Penjual
