Pasal,Isi,Bab,Bagian
Pasal 130,"Setelah pembubaran harta bersama, suami boleh ditagih atas utang dan harta bersama seluruhnya, tanpa mengurangi haknya untuk minta penggantian setengah dan utang itu kepada isterinya atau kepada para ahli waris si isteri.",Harta Bersama Menurut Undang-Undang Dan Pengurusannya,Pembubaran Gabungan Harta Bersama Dan Hak Untuk Melepaskan Diri Padanya
Pasal 131,"Suami atau isteri, setelah pemisahan dan pembagian seluruh harta bersama, tidak boleh dituntut oleh para kreditur untuk membayar utang-utang yang dibuat oleh pihak lain dari suami atau isteri itu sebelum perkawinan, dan utang-utang itu tetap menjadi tanggungan suami atau isteri yang telah membuatnya atau para alih warisnya",Harta Bersama Menurut Undang-Undang Dan Pengurusannya,Pembubaran Gabungan Harta Bersama Dan Hak Untuk Melepaskan Diri Padanya
Pasal 132,"Isteri berhak melepaskan haknya atas harta bersama  segala perjanjian yang bertentangan dengan ketentuan ini batal  sekali melepaskan haknya, dia tidak boleh menuntut kembali apa pun dari harta bersama, kecuali kain seprai dan pakaian pribadinya. Dengan pelepasan ini dia dibebaskan dan kewajiban untuk ikut membayar utang-utang harta bersama. Tanpa mengurangi hak para kreditur atas harta bersama, si isteri tetap wajib untuk melunasi utang- utang yang dari pihaknya telah jatuh ke dalam harta bersama  hal ini tidak mengurangi haknya untuk minta penggantian seluruhnya kepada suaminya atau ahli warisnya.",Harta Bersama Menurut Undang-Undang Dan Pengurusannya,Pembubaran Gabungan Harta Bersama Dan Hak Untuk Melepaskan Diri Padanya
Pasal 133,"Isteri yang hendak menggunakan hak tersebut dalam pasal yang lalu, wajib untuk menyampaikan akta pelepasan, dalam waktu satu bulan setelah pembubaran harta bersama itu, kepada panitera Pengadilan Negeri di tempat tinggal bersama yang terakhir, dengan ancaman akan kehilangan hak itu (bila lalai). Bila gabungan itu bubar akibat kematian suaminya, maka tenggang waktu satu bulan berlaku sejak si isteri mengetahui kematian itu.",Harta Bersama Menurut Undang-Undang Dan Pengurusannya,Pembubaran Gabungan Harta Bersama Dan Hak Untuk Melepaskan Diri Padanya
Pasal 134,"Bila dalam jangka waktu tersebut di atas isteri meninggal dunia, sebelum menyampaikan akta pelepasan. para ahli warisnya berhak melepaskan hak mereka atas harta bersama itu dalam waktu satu bulan setelah kematian itu, atau setelah mereka mengetahui kematian itu, dan dengan cara seperti yang diuraikan dalam pasal terakhir. Hak isteri untuk menuntut kembali kain seprai dan pakaiannya dan harta bersama itu, tidak dapat diperjuangkan oleh para ahli warisnya.",Harta Bersama Menurut Undang-Undang Dan Pengurusannya,Pembubaran Gabungan Harta Bersama Dan Hak Untuk Melepaskan Diri Padanya
Pasal 135,"Bila para ahli waris tidak sepakat dalam tindakan, sehingga sebagian menerima dan yang lain melepaskan diri dari harta bersama itu, maka yang menerima itu, tidak dapat memperoleh lebih dari bagian warisan yang menjadi haknya atas barang-barang yang sedianya menjadi bagian isteri itu seandainya terjadi pemisahan harta. Sisanya dibiarkan tetap pada si suami, atau para ahli warisnya, yang sebaliknya berkewajiban terhadap ahli waris yang melakukan pelepasan, untuk memenuhi apa saja yang sedianya akan dituntut oleh si isteri dalam hal pelepasan, tetapi hanya sebesar bagian warisan yang menjadi hak ahli waris yang melakukan pelepasan.",Harta Bersama Menurut Undang-Undang Dan Pengurusannya,Pembubaran Gabungan Harta Bersama Dan Hak Untuk Melepaskan Diri Padanya
Pasal 136,"Isteri yang telah menarik pada dirinya tidak berhak melepaskan diri dari harta bersama itu. Tindakan-tindakan yang menyangkut pengurusan semata-mata atau penyelamatan, tidak membawa akibat seperti itu.",Harta Bersama Menurut Undang-Undang Dan Pengurusannya,Pembubaran Gabungan Harta Bersama Dan Hak Untuk Melepaskan Diri Padanya
Pasal 137,"Isteri yang telah menghilangkan atau menggelapkan barang-barang dan harta bersama, tetap berada dalam penggabungan meskipun telah melepaskan dirinya  hal yang sama berlaku bagi para ahli warisnya.",Harta Bersama Menurut Undang-Undang Dan Pengurusannya,Pembubaran Gabungan Harta Bersama Dan Hak Untuk Melepaskan Diri Padanya
Pasal 138,"Dalam hal gabungan harta bersama berakhir karena kematian si isteri para ahli warisnya dapat melepaskan diri dari harta bersama itu, dalam waktu dan dengan cara seperti yang diatur mengenai si isteri sendiri.",Harta Bersama Menurut Undang-Undang Dan Pengurusannya,Pembubaran Gabungan Harta Bersama Dan Hak Untuk Melepaskan Diri Padanya
Pasal 139,Para calon suami isteri dengan perjanjian kawin dapat menyimpang dan peraturan undang- undang mengenai harta bersama asalkan hal itu tidak bertentangan dengan tata susila yang baik atau dengan tata tertib umum dan diindahkan pula ketentuan-ketentuan berikut.,Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 140,"Perjanjian itu tidak boleh mengurangi hak-hak yang bersumber pada kekuasaan si suami sebagai suami, dan pada kekuasaan sebagai bapak, tidak pula hak-hak yang oleh undang- undang diberikan kepada yang masih hidup paling lama.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 141,"Para calon suami isteri, dengan mengadakan perjanjian perkawinan, tidak boleh melepaskan hak yang diberikan oleh undang-undang kepada mereka atas warisan keturunan mereka, pun tidak boleh mengatur warisan itu.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 142,"Mereka tidak boleh membuat perjanjian, bahwa yang satu mempunyai kewajiban lebih besar dalam utang-utang daripada bagiannya dalam keuntungan-keuntungan harta bersama.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 143,"Mereka tidak boleh membuat perjanjian dengan kata-kata sepintas lalu, bahwa ikatan perkawinan mereka akan diatur oleh undang-undang, kitab undang-undang luar negeri, atau oleh beberapa adat kebiasaan, undang-undang, kitab undang-undang atau peraturan daerah, yang pernah berlaku di Indonesia.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 144,"Tidak adanya gabungan harta bersama tidak berarti tidak adanya keuntungan dan kerugian bersama, kecuali jika hal mi ditiadakan secara tegas. Penggabungan keuntungan dan kerugian diatur dalam Bagian 2 bab ini.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 145,"Juga dalam hal tidak digunakannya atau dibatasinya gabungan harta bersama, boleh ditetapkan dalam jumlah yang harus disumbangkan oleh si isteri setiap tahun dan hartanya untuk biaya rumah tangga dan pendidikan anak-anak.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 146,"Bila tidak ada perjanjian mengenai hal itu, hasil-hasil dan pendapatan dan harta isteri masuk penguasaan suami.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 147,"Perjanjian kawin harus dibuat dengan akta notaris sebelum pernikahan berlangsung, dan akan menjadi batal bila tidak dibuat secara demikian. Perjanjian itu akan mulai berlaku pada saat pernikahan dilangsungkan, tidak boleh ditentukan saat lain untuk itu.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 148,"Perubahan-perubahan dalam hal itu, yang sedianya boleh diadakan sebelum perkawinan dilangsungkan, tidak dapat diadakan selain dengan akta, dalam bentuk yang sama seperi akta perjanjian yang dulu dibuat. Lagi pula tiada perubahan yang berlaku jika diadakan tanpa kehadiran dan izin orang-orang yang telah menghadiri dan menyetujui perjanjian kawin itu.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 149,"Setelah perkawinan berlangsung, perjanjian kawin tidak boleh diubah dengan cara apa pun.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 150,"Jika tidak ada gabungan harta bersama, maka masuknya barang-barang bergerak, terkecuali surat-surat pendaftaran pinjaman-pinjaman negara dan efek-efek dan surat-surat piutang atas nama, tidak dapat dibuktikan dengan cara lain daripada dengan cara mencantumkannya dalam perjanjian kawin, atau dengan pertelaan yang ditandatangani oleh notaris dan pihak-pihak yang bersangkutan, dan dilekatkan pada surat asli perjanjian kawin, yang di dalamnya hal itu harus tercantum.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 151,"Anak di bawah umur yang memenuhi syarat-syarat untuk melakukan perkawinan, juga cakap untuk memberi persetujuan atas segala perjanjian yang boleh ada dalam perjanjian kawin, asalkan dalam pembuatan perjanjian itu, anak yang masih di bawah umur itu dibantu oleh orang yang persetujuannya untuk melakukan perkawinan itu diperlukan.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 152,"Ketentuan yang tercantum dalam perjanjian kawin, yang menyimpang dan harta bersama menurut undang-undang, seluruhnya atau sebagian, tidak akan berlaku bagi pihak ketiga sebelum hari pendaftaran ketentuan-ketentuan itu dalam daftar umum, yang harus diselenggarakan di kepaniteraan pada Pengadilan Negeri, yang di daerah hukumnya perkawinan itu dilangsungkan. atau kepaniteraan di mana akta perkawinan itu didaftarkan, jika perkawinan berlangsung di luar negeri.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 153,"Segala ketentuan mengenai gabungan harta bersama selalu berlaku selama tidak ada penyimpangan daripadanya, baik yang dibuat secara tertulis, maupun secara tersirat, dalam perjanjian kawin. Bagaimanapun sifat dan cara gabungan harta bersama diperjanjikan, isteri atau para ahli warisnya berhak untuk melepaskan diri daripadanya, dengan cara dan dalam hal- hal seperti yang diatur dalam bab yang lalu.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 154,"Perjanjian kawin, demikian pula hibah-hibah yang berkenaan dengan perkawinan, tidak berlaku bila tidak diikuti oleh perkawinan.",Perjanjian Kawin,Perjanjian Kawin Pada Umumnya
Pasal 155,"Bila para calon suami isteri hanya memperjanjikan, bahwa harus ada gabungan keuntungan dan kerugian, maka persyaratan mi menutup jalan untuk mengadakan gabungan harta bersama secara menyeluruh menurut undang-undang dan segala keuntungan yang diperoleh suami isteri selama perkawinan harus dibagi antara mereka, sedangkan segala kerugian harus dipikul bersama, bila gabungan harta bersama bubar.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 156,"Masing-masing dan suami isteri mendapat separuh keuntungan dan memikul separuh kerugian, bila mengenai hal itu dalam perjanjian kawin tidak ada ketentuan-ketentuan lain.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 157,"Yang dianggap sebagai keuntungan pada harta bersama suami isteri ialah bertambahnya harta kekayaan mereka, berdua, yang selama perkawinan timbul dan hasil harta kekayaan mereka dan pendapatan masing-masing, dan usaha dan kerajinan masing-masing dan penabungan pendapatan yang tidak dihabiskan, yang dianggap sebagai kerugian ialah berkurangnya harta benda itu akibat pengeluaran yang lebih tinggi dan pendapatan.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 158,"Apa saja yang diperoleh seorang suami atau isteri selama perkawinan dan warisan, wasiat atau hibah, entah berasal dan keluarga entah dan orang lain, tidak termasuk keuntungan, dengan tidak mengurangi ketentuan Pasal 167.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 159,"Barang-barang tetap dan efek-efek yang dibeli selama perkawinan, atas nama siapa pun juga dianggap sebagai keuntungan, kecuali bila terbukti sebaliknya.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 160,"Naik atau turunnya harga barang salah seorang dan suami isteri itu, tidak dihitung sebagai keuntungan atau kerugian bersama.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 161,"Perbaikan barang-barang tetap, yang terjadi karena pertumbuhan tanah, perdamparan lumpur, penanganan oleh tukang kayu atau karena hal-hal lain, tidak dianggap sebagai keuntungan bersama, melainkan hanya menguntungkan pemilik barang-barang itu.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 162,"Kerusakan atau pengurangan karena kebakaran, kebanjiran, hanyut atau lain sebagainya, tidak termasuk kerugian bersama, tetapi menjadi beban si pemilik barang yang rusak atau berkurang itu.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 163,"Semua utang kedua suami isteri itu bersama-sama, yang dibuat selama perkawinan, harus dihitung sebagai kerugian bersama. Apa yang dirampas akibat kejahatan salah seorang dan suami isteri itu, tidak termasuk kerugian bersama itu.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 164,"Perjanjian, bahwa antara suami isteri hanya akan ada gabungan penghasilan dan pendapatan saja, mengandung arti secara diam-diam bahwa tiada gabungan harta bersama secara menyeluruh menurut undang-undang dan tiada pula gabungan keuntungan dan kerugian.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 165,"Barang-barang bergerak kepunyaan masing-masing suami isteri sewaktu melakukan perkawinan, harus dinyatakan dengan tegas dalam akta perjanjian kawin sendiri, atau dalam surat pertelaan yang ditandatangani oleh Notaris dan para pihak yang berjanji, dan dilekatkan pada akta asli perjanjian kawin, yang di dalamnya harus tercantum hal itu, baik jika gabungan",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 166,"Adanya barang-barang bergerak yang diperoleh masing-masing pihak dan suami isteri dengan pewarisan, hibah wasiat atau hibah biasa selama perkawinan harus diperlihatkan dengan surat pertelaan.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 167,"Yang termasuk penghasilan dan pendapatan ialah segala hibah wasiat atau hibah penerimaan uang tahunan, bulanan, mingguan dan sebagainya seperti juga cagak hidup, dan dengan demikian tercakup kedua jenis golongan yang dibicarakan dalam bagian ini.",Perjanjian Kawin,Gabungan Keuntungan Dan Kerugian Dan Gabungan Hasil Dari Pendapatan
Pasal 168,"Dalam mengadakan perjanjian kawin, kedua calon suami isteri, secara timbal balik atau secara sepihak, boleh memberikan hibah yang menurut pertimbangan mereka pantas diberikan, tanpa mengurangi pemotongan hibah itu sejauh penghibahan itu kiranya akan merugikan mereka yang berhak atas suatu bagian menurut undang-undang.",Perjanjian Kawin,Hibah-Hibah Antara Kedua Calon Suami Isteri
Pasal 169,"Hibah-hibah itu dapat berkenaan dengan barang-barang yang telah ada seperti yang dirinci dalam akta hibahnya, dapat pula dengan seluruh atau sebagian harta warisan si penghibah.",Perjanjian Kawin,Hibah-Hibah Antara Kedua Calon Suami Isteri
Pasal 170,Pemberian hibah-hibah demikian itu berlaku biar pun disambut tanpa pernyataan setuju secara tegas oleh pihak yang diberi hibah.,Perjanjian Kawin,Hibah-Hibah Antara Kedua Calon Suami Isteri
Pasal 171,"Hibah-hibah itu dapat diberikan dengan persyaratan-persyaratan, yang pelaksanaannya tergantung pada kehendak si penghibah.",Perjanjian Kawin,Hibah-Hibah Antara Kedua Calon Suami Isteri
Pasal 172,"Hibah yang terdiri dan barang-barang yang telah ada dan tertentu tidak dapat ditarik kembali, kecuali jika tidak dipenuhi persyaratan-persyaratan Hibah itu.",Perjanjian Kawin,Hibah-Hibah Antara Kedua Calon Suami Isteri
Pasal 173,"Hibah yang mencakup seluruh atau sebagian warisan si penghibah tidak dapat ditarik kembali, dengan pengertian, bahwa dia tidak lagi menguasai barang-barang yang termasuk dalam hibah itu, kecuali uang dalam jumlah-jumlah kecil untuk upah, atau untuk soal-soal lain menurut pertimbangan hakim. Bila syarat-syarat tidak dipenuhi, hibah-hibah itu dapat ditarik kembali.",Perjanjian Kawin,Hibah-Hibah Antara Kedua Calon Suami Isteri
Pasal 174,"Hibah yang terdiri dari barang-barang yang telah ada dan terinci secara tertentu, dan diberikan antara suami isteri dalam perjanjian kawin, tak dapat dianggap diberikan dengan syarat, bahwa penerimaan hibah harus hidup lebih lama daripada pemberinya, kecuali bila syarat yang dibuat secara tegas dalam perjanjian.",Perjanjian Kawin,Hibah-Hibah Antara Kedua Calon Suami Isteri
Pasal 175,"Tiada hibah seluruh atau sebagian dan warisan si penghibah, yang diberikan dalam perjanjian kawin, baik yang diberikan oleh yang seorang dan suami isteri kepada yang lain, maupun yang diberikan secara timbal balik, akan beralih kepada anak-anak yang lahir dan perkawinan mereka, bila yang diberi hibah meninggal sebelum si penghibah.",Perjanjian Kawin,Hibah-Hibah Antara Kedua Calon Suami Isteri
Pasal 176,"Baik dalam penjanjian kawin, maupun dengan akta Notaris tersendiri, yang dibuat sebelum pelaksanaan perkawinan, pihak ketiga boleh memberikan hibah, yang menurut pendapat mereka pantas diberikan kepada kedua calon suami isteri atau kepada salah seorang dan mereka, dengan tidak mengurangi kemungkinan untuk mengurangi hibah itu bila dengan hibah itu orang yang mempunyai hak atas suatu bagian menurut undang-undang dirugikan.",Perjanjian Kawin,"Hibah-Hibah Yang Diberikan Kepada Kedua Calon Suami Isteri Atau Kepada Anak-Anak Dan
Perkawinan Mereka"
Pasal 177,"Bila hibah-hibah itu diberikan dalam perjanjian kawin, maka untuk berlakunya secara sah tidak perlu ada persetujuan tegas dan yang diberi hibah  sebaliknya bila hibah itu diberikan dengan akta tersendiri, maka hal itu tidak mempunyai akibat kecuali setelah ada persetujuan tegas untuk menerima.",Perjanjian Kawin,"Hibah-Hibah Yang Diberikan Kepada Kedua Calon Suami Isteri Atau Kepada Anak-Anak Dan
Perkawinan Mereka"
Pasal 178,"Suatu hibah yang terdiri dan seluruh atau sebagian warisan si penghibah, meskipun diberikan hanya untuk kedua suami isteri atau untuk salah seorang dan mereka, selalu dianggap diberikan untuk anak-anak dan keturunan mereka, bila si penghibah hidup lebih lama daripada yang",Perjanjian Kawin,"Hibah-Hibah Yang Diberikan Kepada Kedua Calon Suami Isteri Atau Kepada Anak-Anak Dan
Perkawinan Mereka"
Pasal 179,"Ketentuan-ketentuan dalam pasal-pasal 169, 171, 172, dan 173, berlaku juga pada hibah-hibah yang dibicarakan dalam bagian ini.",Perjanjian Kawin,"Hibah-Hibah Yang Diberikan Kepada Kedua Calon Suami Isteri Atau Kepada Anak-Anak Dan
Perkawinan Mereka"
Pasal 180,"Juga dalam perkawinan kedua dan berikutnya,menurut hukum ada gabungan harta benda menyeluruh antara suami isteri, bila dalam perjanjian kawin tidak diadakan ketentuan lain.","Gabungan Harta Bersama Atau Perjanjian Kawin Pada Perkawinan Kedua
Atau Selanjutnya",Tidak terdapat Dalam Bagian
Pasal 181,"Akan tetapi pada perkawinan kedua atau berikutnya, bila ada anak dan keturunan dan perkawinan yang sebelumnya, suami atau isteri yang baru, oleh percampuran harta dan utang- utang pada suatu gabungan, tidak boleh memperoleh keuntungan yang lebih besar daripada jumlah bagian terkecil yang diperoleh seorang anak atau bila anak itu telah meninggal lebih dahulu, oleh turunannya dalam penggantian ahli waris, dengan ketentuan, bahwa keuntungan ini sekali-kali tidak boleh melebihi seperempat bagian dan harta benda suami atau isteri yang kawin lagi itu.","Gabungan Harta Bersama Atau Perjanjian Kawin Pada Perkawinan Kedua
Atau Selanjutnya",Tidak terdapat Dalam Bagian
Pasal 182,"Suami atau isteri, yang mempunyai anak-anak dan perkawinan yang terdahulu dan melakukan perkawinan berikutnya, tidak boleh menyediakan kepada suami atau isteri yang baru, dengan perjanjian kawin itu, keuntungan-keuntungan yang lebih daripada yang tersebut dalam pasal sebelum ini.","Gabungan Harta Bersama Atau Perjanjian Kawin Pada Perkawinan Kedua
Atau Selanjutnya",Tidak terdapat Dalam Bagian
Pasal 183,Suami isteri tidak diperkenankan dengan cara yang berliku-liku saling memberi hibah lebih daripada yang diperkenankan dalam ketentuan-ketentuan di atas.,"Gabungan Harta Bersama Atau Perjanjian Kawin Pada Perkawinan Kedua
Atau Selanjutnya",Tidak terdapat Dalam Bagian
Pasal 184,"Yang dimaksud dengan hibah yang diberikan kepada perantara ialah hibah yang diberikan oleh seorang suami atau isteri kepada semua anak atau salah seorang anak dan perkawinan terdahulu isteri atau suaminya, demikian pula hibah yang diberikan kepada keluarga sedarah penghibah dan pada waktu penghibahan diperkirakan akan menjadi warisan isteri atau suami penghibah itu, meskipun suami atau isteri penghibah ini mungkin tidak hidup lebih lama dan penerima hibah.","Gabungan Harta Bersama Atau Perjanjian Kawin Pada Perkawinan Kedua
Atau Selanjutnya",Tidak terdapat Dalam Bagian
Pasal 184a,"Pasal-pasal 181-184, dalam hal suami isteri yang kawin kembali satu sama lain, tidak berlaku bagi anak-anak atau keturunan dan perkawinan mereka yang terdahulu.","Gabungan Harta Bersama Atau Perjanjian Kawin Pada Perkawinan Kedua
Atau Selanjutnya",Tidak terdapat Dalam Bagian
Pasal 185,"Juga jika ada anak-anak dan perkawinan yang dulu, maka keuntungan dan kerugian harus dibagi rata antara suami isteri, kecuali bila peraturan tentang itu ditiadakan atau diubah oleh perjanjian kawin.","Gabungan Harta Bersama Atau Perjanjian Kawin Pada Perkawinan Kedua
Atau Selanjutnya",Tidak terdapat Dalam Bagian
Pasal 186,"Selama perkawinan, si isteri boleh mengajukan tuntutan akan pemisahan harta benda kepada Hakim, tetapi hanya dalam hal-hal: bila suami, dengan kelakuan buruk memboroskan barang-barang dan gabungan harta bersama, dan membiarkan rumah tangga terancam bahaya kehancuran;  bila karena kekacau-balauan dan keburukan pengurusan harta kekayaan si suami, jaminan untuk harta perkawinan isteri serta untuk apa yang menurut hukum menjadi hak isteri akan hilang, atau jika karena kelalaian besar dalam pengurusan harta perkawinan si isteri, harta itu berada dalam keadaan bahaya Pemisahan harta benda yang dilakukan hanya atas persetujuan bersama adalah batal.",Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 187,Tuntutan akan pemisahan harta benda harus diumumkan secara terbuka.,Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 188,Orang yang berpiutang kepada si suami dapat ikut campur dalam penyidangan perkara untuk menentang tuntutan akan pemisahan harta benda itu.,Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 189,"Putusan Hakim yang mengabulkan tuntutan akan pemisahan harta benda itu, sebelum pelaksanaannya, harus diumumkan secara terbuka, dengan ancaman menjadi batal pelaksanaannya bila tidak dipenuhi persyaratan pengumuman itu. Putusan tentang",Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 190,"Selama penyidangan, isteri boleh melakukan tindakan-tindakan, dengan seizin Hakim, untuk menjaga agar barang-barangnya tidak hilang atau diboroskan si suami.",Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 191,"Keputusan di mana pemisahan harta benda diizinkan, hapus menurut hukum, bila hal itu tidak dilaksanakan secara sukarela dengan pembagian barang-barang itu, seperti yang ternyata dan akta otentik tentang itu",Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 192,"Para kreditur si suami yang tidak turut campur dalam penyidangan, boleh menentang pemisahan itu, meskipun hal itu telah dilaksanakan, bila hak-hak mereka dengan adanya pelaksanaan itu, secara sengaja dirugikan.",Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 193,"Meskipun ada pemisahan harta benda, si isteri wajib memberi sokongan untuk biaya rumah tangga dan pendidikan anak-anak yang dilahirkan olehnya karena perkawinan dengan si suami, menurut perbandingan antara harta si isteri dan harta si suami. Bila si suami ada dalam keadaan tidak mampu, biaya-biaya itu menjadi tanggungan si isteri saja.",Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 194,"Isteri yang berpisah harta benda dengan suaminya, memperoleh kembali kebebasan untuk mengurusnya, dan meskipun ada ketentuan-ketentuan Pasal 108, dia dapat memperoleh izin umum dan hakim untuk menguasai barang-barang bergeraknya.",Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 195,"Suami tidak bertanggung jawab kepada isterinya, bila si isteri setelah berpisah harta bendanya, telah lalai untuk memanfaatkan atau menanamkan kembali uang penjualan barang tetap yang telah dipindahtangankannya atas izin yang diperolehnya dan Hakim, kecuali bila si suami ikut membantu dalam mengadakan kontrak, atau bila dapat dibuktikan, bahwa uang itu telah diterima oleh suami, atau telah dipergunakan untuk kepentingan suami.",Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 196,"Gabungan harta benda yang telah dibubarkan, dapat dipulihkan kembali atas persetujuan kedua suami isteri. Persetujuan yang demikian tidak boleh diadakan selain dengan akta otentik.",Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 197,"Bila gabungan harta bersama itu telah pulih kembali, barang-barangnya dikembalikan ke keadaan semula, seakan-akan tidak pernah ada pemisahan, tanpa mengurangi kewajiban si",Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 198,"Suami isteri itu wajib untuk mengumumkan pemulihan kembali gabungan harta bersama itu secara terbuka. Selama pengumuman seperti itu seperti itu belum dilaksanakan, suami isteri itu tidak boleh mempersoalkan akibat-akibat pemulihan gabungan harta bersama itu dengan pihak-pihak ketiga.",Pemisahan Harta Benda,Tidak terdapat Dalam Bagian
Pasal 199,"Perkawinan bubar: oleh kematian; oleh tidak hadirnya si suami atau si isteri selama sepuluh tahun, yang disusul oleh perkawinan baru isteri atau suaminya. sesuai dengan ketentuan-ketentuan Bagian 5 Bab 18; oleh keputusan Hakim setelah pisah meja dan ranjang dan pendaftaran Catatan Sipil, sesuai dengan ketentuan-ketentuan Bagian 2 bab ini; oleh perceraian, sesuai dengan ketentuan-ketentuan Bagian 3 bab ini",Pembubaran Perkawinan,Pembubaran Perkawinan Pada Umumnya
Pasal 200,"Bila suami isteri pisah meja dan ranjang, baik karena salah satu alasan dan alasan-alasan yang tercantum dalam pasal 233, maupun atas permohonan kedua belah pihak, dan perpisahan itu tetap berlangsung selama lima tahun penuh tanpa perdamaian antara kedua belah pihak. maka mereka masing-masing bebas untuk menghadapkan pihak lain ke pengadilan, dan menuntut agar perkawinan mereka dibubarkan.",Pembubaran Perkawinan,Pembubaran Perkawinan Setelah Pisah Meja Dan Ranjang
Pasal 201,"Tuntutan itu harus segera ditolak, bila pihak tergugat, setelah tiga kali dan bulan ke bulan dipanggil ke Pengadilan tidak muncul-muncul, atau datang dengan mengadakan perlawanan terhadap tuntutan itu, atau menyatakan bersedia untuk berdamai dengan pihak lawan.",Pembubaran Perkawinan,Pembubaran Perkawinan Setelah Pisah Meja Dan Ranjang
Pasal 202,"Bila pihak tergugat menyetujui tuntutan, Pengadilan Negeri harus memerintahkan, agar suami isteri itu secara pribadi bersama-sama menghadap seorang atau lebih hakim anggota, yang akan berusaha mendamaikan mereka.",Pembubaran Perkawinan,Pembubaran Perkawinan Setelah Pisah Meja Dan Ranjang
Pasal 203,"Bila pertemuan yang kedua ternyata tidak berhasil juga, maka setelah mendengar penuntut umum, Pengadilan Negeri harus mengambil keputusan dan menerima tuntutan itu, jika segala persyaratan acara telah dipenuhi seperti yang dikemukakan di atas.",Pembubaran Perkawinan,Pembubaran Perkawinan Setelah Pisah Meja Dan Ranjang
Pasal 204,Terhadap putusan Pengadilan Negeri ini boleh dimintakan banding kepada Hakim yang lebih tinggi selambat-lambatnya dalam waktu satu bulan.,Pembubaran Perkawinan,Pembubaran Perkawinan Setelah Pisah Meja Dan Ranjang
Pasal 205,Perkawinan itu dibubarkan oleh putusan tersebut dan pendaftarannya dalam daftar-daftar Catatan Sipil.,Pembubaran Perkawinan,Pembubaran Perkawinan Setelah Pisah Meja Dan Ranjang
Pasal 206,Pembubaran perkawinan tidak mengurangi akibat-akibat yang diatur dalam Pasal 222 sampai dengan Pasal 228 dan Pasal 231 yang berdasarkan Pasal 246 juga berlaku terhadap pisah meja,Pembubaran Perkawinan,Pembubaran Perkawinan Setelah Pisah Meja Dan Ranjang
